Game,Total_Sales,Copies,Publisher,Year,Console,JP_Sales,NA_Sales,Other_Sales,EU_Sales,User_Score,Critic_Score
Mahjong Gensoukyoku 3,,,Active,1996,PC,,,,,,
Mahjong Gensoukyoku I-II,,,Active,1996,PC,,,,,,
Mahjong Goku Special,,,Sunsoft,1990,PCE,,,,,,
Mahjong Goku Tenjiku,,,NEC Interchannel,1995,PCFX,,,,,,
Mahjong Goku Tenjiku,,,Electronic Arts Victor,1994,SAT,,,,,,
Mahjong Goku Tenjiku,,,Electronic Arts Victor,1994,PS,,,,,,
Mahjong Goku Tenjiku,,,ASCII Entertainment,1994,3DO,,,,,,
Mahjong Goku Tenjiku,,,Chat Noir,1994,SNES,,,,,,
Mahjong Goku Tenjiku 99,,,Chat Noir,1999,PS,,,,,,
Mahjong Haoh Battle Royale,,,NCS,2005,PS2,,,,,,
Mahjong Haoh Battle Royale II,,,NCS,2010,PSP,,,,,,
Mahjong Haoh Battle Royale II,,,NCS,2006,PS2,,,,,,
Mahjong Haoh: Dankyuu Battle 3,,,NCS,2013,PS3,,,,,,
Mahjong Haouden: Kaiser's Quest,,,UPL,1992,PCE,,,,,,
Mahjong Keiji,,,Hudson Entertainment,2001,GBA,,,,,,
Mahjong Kuru Jidai: AV Gal Seifukuhen,,,Micronet,1994,3DO,,,,,,
Mahjong Kuru Jidai: Ko Gal Hokagohen,,,Micronet,1995,3DO,,,,,,
Mahjong Quest,,,J-Wing,1998,GB,,,,,,
Mahjong Quest Collection,,,iWin,2009,PC,,,,,,
Mahjong Sengoku Jidai,,,Sega,1987,MS,,,,,,
Mahjong Shikaku Retsuden: Mahjong Wars,,,Nihon Bussan,1990,PCE,,,,,,
Mahjong Solitaire,,,Agetec,2010,PSN,,,,,,
Mahjong Taikai,,,KOEI,1989,NES,,,,,,
Mahjong Taikai,,,KOEI,2004,PSP,,,,,,
Mahjong Taikai II Special,,,KOEI,1999,DC,,,,,,
Mahjong Taikai Wii,,,KOEI,2007,Wii,,,,,,
Mahjong Tales: Ancient Wisdom,,,Sony Computer Entertainment,2009,PSN,,,,,,
Mahjong Tenshi: Angel Lips,,,Syscom,1996,SAT,,,,,,
Mahjong Toryuumon,,,Sammy Corporation,1999,WS,,,,,,
Mahjong Uranai Fortuna: Tsuki no Megami-tachi,,,Affect,2001,PS,,,,,,
Mahjong Uranai Fortuna: Tsuki no Megami-tachi,,,Affect,2010,PSN,,,,,,
Mahjong Wisdom: Ancient Tales,,,Unknown,,XBL,,,,,,
Mahjong World,,,PICK Technology Limited,2013,And,,,,,,
Mahjong Youchien: Tamago Gumi,,,Affect,1998,PS,,,,,,
Mahjong Youchien: Tamago Gumi,,,Affect,2010,PSN,,,,,,
Mahjong Youchien: Tamago Gumi 2,,,Affect,2000,PS,,,,,,
Mahjong Youchien: Tamago Gumi 2,,,Affect,2010,PSN,,,,,,
Mahjong Zen,,,Social Point,2011,PC,,,,,,
Mahjong Zen,,,Social Point,2011,PC,,,,,,
Mahjong Zen,,,Social Point,2011,BRW,,,,,,
Mahjongg Artifacts,,,G5 Entertainment AB,2010,PSN,,,,,,
Mahjongg Artifacts: Chapter 2,,,G5 Entertainment AB,2009,PSN,,,,,,
MahoCole: Mahou * Idol Collection,,,5pb,2014,3DS,,,,,,
Mahou Gakuen Lunar,,,ESP,1997,SAT,,,,,,
Mahou Gousei Ya San no Mike,,,Microsoft,2010,XBL,,,,,,
Mahou Kishi Rayearth,,,Tomy Corporation,1995,SNES,,,,,,
Mahou Kishi Rayearth,,,Tomy Corporation,1995,GB,,,,,,
Mahou Kishi Rayearth,,,Sega,1994,GG,,,,,,
Mahou Kishi Rayearth 2: Making of Magic Knight,,,Sega,1995,GG,,,,,,
Mahou Kishi Rayearth 2nd: The Missing Colors,,,Tomy Corporation,1995,GB,,,,,,
Mahou no Shoujo: Silky Lip,,,Riot,1992,SCD,,,,,,
Mahou Sensei Negima! 1-Jikanme ~Okochama Sensei wa Mahoutsukai!~,,,Konami,2005,PS2,,,,,,
Mahou Sensei Negima! 2-Jikanme ~Tatakau Otometachi! Mahora Daiundokai SP~,,,Konami,2005,PS2,,,,,,
Mahou Sensei Negima! Private Lesson: Dame Desu Toshokan,,,Marvelous Interactive,2005,GBA,,,,,,
Mahou Senshi Fairy Maids,,,Triangle,2011,PC,,,,,,
Mahou Shoujo Fancy Coco,,,Pow,1996,PS,,,,,,
Mahou Shoujo Mana,,,Touchable,2006,PC,,,,,,
Mahou Shoujo Taisen Zanbatsu,,,Unknown,2014,PSV,,,,,,
Mahou Tsukai to Goshujin-sama: New Ground,,,Quinrose,2011,3DS,,,,,,
Mahou Tsukai to Goshujin-sama: New Ground,,,Quinrose,2011,PSP,,,,,,
Mahoujin GuruGuru,,,Takuyo,1995,GB,,,,,,
Mahoujin GuruGuru,,,Enix,1995,SNES,,,,,,
Mahoujin GuruGuru 2,,,Enix,1996,SNES,,,,,,
Mahoutsukai no Yoru: Witch on the Holy Night,,,Type-Moon,2012,PC,,,,,,
Mai-Hime Bakuretsu! Fuuka Gakuen Gekitoushi?!,,,Sunrise Interactive,2006,PSP,,,,,,
Mai-Hime Senretsu! Shin Fuuka Gakuen Gekitoushi!!,,,Sunrise Interactive,2006,PSP,,,,,,
Maiden * Breeder,,,Teatime,2004,PC,,,,,,
Maiden * Breeder 2,,,Teatime,2004,PC,,,,,,
Maiden Dream Fan Disc,,,Rune,2001,PC,,,,,,
Maids with Balloons,,,Microsoft,2010,XBL,,,,,,
Maid_san's Caving Adventure,,,Microsoft,2011,XBL,,,,,,
Mail de Cute,,,Konami,2002,GBA,,,,,,
Mainichi Issho,,,Sony Computer Entertainment,2006,PS3,,,,,,
Mainichi Kawaru Quiz Bangumi Days 365,,,Oz Club,1996,SAT,,,,,,
Mainichi Shinbunsha Kyouruoku: Saikyou no Kanji Drill 5-Man Mon,,,NCS,2009,DS,,,,,,
Mainichi Suteki! Hello Kitty no Life Kit,,,Dorart,2007,DS,,,,,,
Maisodateru Ki Calendar,,,IE Institute,2009,DSiW,,,,,,
Maison Ikkoku,,,Micro Cabin,1989,PCE,,,,,,
Maison Ikkoku: Omoi no Photograph,,,Bothtec,1988,NES,,,,,,
Maisy's Playhouse,,,TDK Mediactive,2009,PC,,,,,,
Majestic Nights,,,Epiphany Games,2014,PC,,,,,,
Majestic Nights,,,Epiphany Games,2014,And,,,,,,
Majestic Nights,,,Epiphany Games,2014,OSX,,,,,,
Majesty 2: Battles of Ardania,,,Paradox Interactive,2010,PC,,,,,,4.5
Majesty 2: Kingmaker,,,Paradox Interactive,2010,PC,,,,,,
Majesty 2: Monster Kingdom,,,Paradox Interactive,2011,PC,,,,,,
Majesty 2: The Fantasy Kingdom Sim,,,Paradox Interactive,2009,Linux,,,,,,
Majesty: The Fantasy Kingdom Sim,,,Microprose,2000,PC,,,,,,
Majesty: The Fantasy Kingdom Sim - Gold Edition,,,Infogrames,2002,PC,,,,,,
Mamoru-kun wa Norowarete Shimatta! Meikai Katsugeki Wide-Han,,,CyberFront,2011,PS3,,,,,,
Mamotte Knight,,,Unknown,,XBL,,,,,,
Man Of Prey,,,Buka Entertainment,2009,PC,,,,,,
Man of War II: Chains of Command,,,GT Interactive,1999,PC,,,,,,
Man Overboard!,,,Codemasters,1994,GEN,,,,,,
Man Vs Bee,,,Unknown,,GIZ,,,,,,
Man Vs Snake,,,Quikding,2013,And,,,,,,
Mana Crusher,,,Little Worlds Studio,2014,And,,,,,,
Mana Khemia: Student Alliance,,,NIS America,2009,PSN,,,,,,
Manepa 1000-Bannin no FX Training: Leverage Kisei Taiouban,,,Genki,2010,DS,,,,,,
Manga Ka Debut Monogatari DS: Akogare! Manga Ka Ikusei Game,,,TDK Core,2005,DS,,,,,,
Manga Ka Debut Monogatari: Akogare! Manga Ka Ikusei Game!,,,TDK Core,2002,GBA,,,,,,
MANGA POKER,,,Unknown,,GIZ,,,,,,
Mangia',,,Spectravision,1983,2600,,,,,,
Manhunt 2,,,Rockstar Games,2009,PSN,,,,,,
Manhunt 2,,,Rockstar Games,2009,PC,,,,,,
Manhunter,,,Kiss,2013,PC,,,,,,
Manhunter 2: San Francisco,,,Sierra Entertainment,1989,PC,,,,,,
Manhunter: New York,,,Sierra Entertainment,1988,PC,,,,,,
Mania,,,Microsoft,2009,XBL,,,,,,
Maniac Mansion,,,Jaleco,1990,NES,,,,,,
Maniac Mansion,,,LucasArts,1987,PC,,,,,,
Maniac Mansion: Day of the Tentacle,,,LucasArts,1993,PC,,,,,,9
Maniac Mansion: Day of the Tentacle,,,Double Fine Productions,2017,PS4,,,,,,
Maniac Mansion: Day of the Tentacle,,,Double Fine Productions,2017,PSV,,,,,,
Maniac Pro-Wrestling: Ashita e no Tatakai,,,Hudson Soft,1990,PCE,,,,,,
Manic Marble,,,Acquire,2011,PSP,,,,,,
Manic Marble 2,,,D4 Enterprise,2012,Wii,,,,,,
Manic Marble 2,,,Trigger Apps,1999,NG,,,,,,
Manic Marble 3,,,CIRCLE Entertainment,2013,DSi,,,,,,
Manic Marble 3,,,CIRCLE Entertainment,2013,3DS,,,,,,
Manic Miner,,,Jester Interactive,2002,GBA,,,,,,
Manic Monkey Mayhem,,,The Code Monkeys,2010,WW,,,,,,
Manic Monkey Mayhem,,,Unknown,,DSiW,,,,,,
Manic Monkey Mayhem,,,The Code Monkeys,2010,PSN,,,,,,
Majin Eiyuuden Wataru Gaiden,,,Hudson Soft,1990,NES,,,,,,
Manic Pumpkin,,,Bigben Interactive,2013,3DS,,,,,,
Mansion,,,Nexon,2011,DS,,,,,,
Mansion of Hidden Souls,,,Victory Lap Games,1993,SCD,,,,,,
Manx TT SuperBike,,,Sega,1997,SAT,,,,,,
Majin Tensei II: Spiral Nemesis,,,Atlus,1995,SNES,,,,,,
Majo no Ochakai,,,NEC Interchannel,2003,DC,,,,,,
Major League Baseball,,,LJN,1988,NES,,,,,,
Major League Baseball 2K10,,,2K Sports,2010,PC,,,,,,7.3
Major League Baseball 2K10,,,2K Games,2010,PSN,,,,,,
Manx TT SuperBike,,,Sega,1997,PC,,,,,,
MapleStory,,,Nexon America,2005,PC,,,,,,
MapleStory 2,,,Nexon,2015,PC,,,,,,
MapleStory Cygnus Knights Edition,,,Unknown,,XBL,,,,,,
MapleStory iTCG,,,Unknown,,PC,,,,,,
Major League Baseball 2K11,,,2K Sports,2011,PSN,,,,,,
Major League Baseball 2K12,,,Take-Two Interactive,2012,PS2,,,,,,
Major League Baseball 2K5: World Series Edition,,,2K Sports,2005,XB,,,,,,
Major League Baseball 2K5: World Series Edition,,,2K Sports,2005,PS2,,,,,,
Major League Baseball 2K7,,,2K Sports,2007,DS,,,,,,
Major League Baseball 2K7,,,2K Sports,2007,GBA,,,,,,
Major League Baseball 2K7,,,2K Sports,2007,XB,,,,,,
MapleStory Thief Edition,,,Unknown,,XBL,,,,,,
Maplus Portable Navi 4,,,Unknown,,PSV,,,,,,
MAPLUS: Portable Navi 2,,,Edia,2007,PSP,,,,,,
Mapmap! By Touchi Kentei,,,Spike,2009,DSiW,,,,,,
Mappy,,,Namco,1991,GG,,,,,,
Mappy,,,Namco Bandai,2008,VC,,,,,,
Major League Baseball 2K9,,,2K Sports,2009,PC,,,,,,
Major League Baseball 2K9,,,2K Games,2009,PSN,,,,,,
Major League Eating: The Game,,,Mastiff,2008,WW,,,,,,
Major League Wizardry,,,Unknown,2014,PC,,,,,,
Major League Wizardry,,,Unknown,2014,OSX,,,,,,
Major League Wizardry,,,Unknown,2014,And,,,,,,
Makai Hakkenden Shada,,,Data East,1989,PCE,,,,,,
Makai Hakkenden Shada,,,G-mode,2007,VC,,,,,,
Makai Ichiban Kan,,,Compile Heart,2015,PSV,,,,,,
Makai Kingdom: Chronicles of the Sacred Tome,,,Nippon Ichi Software,2011,PSP,,,,,,
Makai Prince Dorabocchan,,,Naxat Soft,1990,PCE,,,,,,
Makai Toushi SaGa,,,Square,2002,WS,,,,,,
Makaimura for WonderSwan,,,Bandai,1999,WS,,,,,,
Makaimura Gaiden: The Demon Darkness,,,Capcom,1993,GB,,,,,,
Make 10,,,Nekki,2011,BRW,,,,,,
Make It Indie!,,,Sometimes You,2015,Linux,,,,,,
Make It Indie!,,,Sometimes You,2015,OSX,,,,,,
Make It Indie!,,,Sometimes You,2015,PC,,,,,,
Make It Rain: The Love of Money,,,"Space Inch, LLC",2014,And,,,,,,
Make Up & Style,,,Unknown,2011,DSiW,,,,,,4
Maken X,,,Atlus,1999,DC,,,,,,7.9
Makeruna! Makendou Z,,,NEC,1998,PCFX,,,,,,
Makichan to Nau.,,,Waffle,2011,PC,,,,,,
MAKIVA,,,Unknown,,XBL,,,,,,
Maladras,,,Microsoft,2009,XBL,,,,,,
Malagai,,,Answer Software,1983,2600,,,,,,
Maleficent Free Fall,,,Disney Interactive Studios,2014,PC,,,,,,
Maleficent Free Fall,,,Disney Interactive Studios,2014,WinP,,,,,,
Maleficent Free Fall,,,Disney Interactive Studios,2014,And,,,,,,
Malibu Beach Volleyball,,,Activision,1990,GB,,,,,,
Malibu Beach Volleyball,,,Atari,1990,Lynx,,,,,,
Malicious,,,Sony Computer Entertainment,2012,PSN,,,,,,
Malicious,,,Unknown,,PSV,,,,,,
Mall of America Tycoon,,,Activision,2004,PC,,,,,,
Mall Tycoon 2,,,Global Star Software,2003,PC,,,,,,
Mame Goma 3: Kawaii ga Ippai,,,Columbia Music Entertainment,2010,DS,,,,,,
Mameshiba,,,Nippon Ichi Software,2011,3DS,,,,,,
Mappy (Arcade),,,Namco Bandai,2009,VC,,,,,,
Mappy Kids,,,Namco,1989,NES,,,,,,
Mappy-Land,,,Taxan,1989,NES,,,,,,
Mar Heaven: Ärm Fight Dream,,,Konami,2005,PS2,,,,,,
Mar Heaven: Boukyaku no Clavier,,,Konami,2006,DS,,,,,,
Mar Heaven: Knockin' on Heaven's Door,,,Konami,2005,GBA,,,,,,
Marathon 2: Durandal,,,Bungie Software,1995,OSX,,,,,,
Marathon Infinity,,,Bungie Software,1996,OSX,,,,,,
Marathon: Durandal,,,Microsoft Game Studios,2007,XBL,,,,,,
Marauder,,,Tigervision,1982,2600,,,,,,
Marble Arena 2,,,Unknown,2011,PC,,,,,,
Marble Blast Ultra,,,Microsoft,2006,XBL,,,,,,7.2
Marble Chaos,,,Phoenix Games,2007,PS2,,,,,,
Marble Drop,,,Maxis,1997,PC,,,,,,
Marble Madness,,,Milton Bradley,1989,NES,,,,,,
Marble Madness,,,Electronic Arts,1993,GEN,,,,,,
Marble Madness,,,Tengen,1992,GG,,,,,,
Marble Madness,,,Mindscape,1991,GB,,,,,,
Marble Madness,,,Virgin Interactive,1992,MS,,,,,,
Marble Madness,,,Electronic Arts,1986,PC,,,,,,
Marble Madness (GBC),,,Midway Games,1999,GB,,,,,,
Marble Solitaire,,,Unknown,2014,OSX,,,,,,
Marble Solitaire,,,Unknown,2014,PC,,,,,,
Marble Woka Woka,,,Two Desperados,2016,And,,,,,,
Marbles Invasion,,,Unknown,,GIZ,,,,,,
Marbles Multiball 3D - The Castle Adventure,,,Unknown,,GIZ,,,,,,
Marby Baby Story,,,Ponos,1999,PS,,,,,,
Marc Ecko's Getting Up: Contents Under Pressure,,,Atari,2006,XB,,,,,,
Marcel Desailly Football Advance,,,Ubisoft,2001,GBA,,,,,,
Marcel Desailly Pro Soccer,,,Gameloft,2004,NGage,,,,,,
March of the Penguins,,,DSI Games,2006,GBA,,,,,,
March of War,,,Isotx,2014,OSX,,,,,,
March of War,,,Isotx,2014,PC,,,,,,
Marchen Club,,,Naxat Soft,1992,GB,,,,,,
Märchen Maze,,,Namco,1990,PCE,,,,,,
Märchen Maze (Arcade),,,Namco Bandai,2009,VC,,,,,,
Maribeto: Soshite Sekai wa Irooushinau,,,Juno,2004,PC,,,,,,
Marie & Gully no Let's Science,,,Dorart,2010,DS,,,,,,
Marie no Atelier GB,,,Imagineer,2000,GB,,,,,,
Marie no Atelier Plus: Salburg no Renkinjutsushi,,,Gust,1998,PS,,,,,,
Marie no Atelier Ver. 1.3: Salburg no Renkinjutsushi,,,Imadio,1997,SAT,,,,,,
Marie to Elie no Atelier: Salburg no Renkinjutsushi 1&2,,,Bandai,2001,WS,,,,,,
Marie to Elie no Atelier: Salburg no Renkinjutsushi 1&2,,,Kool Kizz,2001,DC,,,,,,
Marie to Elie no Atelier: Salburg no Renkinjutsushi 1&2,,,Gust,2005,PS2,,,,,,
"Marie, Elie & Anis no Atelier: Soyokaze kara no Dengon",,,Banpresto,2003,GBA,,,,,,
Marine Sharpshooter 4: Locked and Loaded,,,Groove Games,2008,PC,,,,,,
Marine Tour,,,Office Create,1994,3DO,,,,,,
Marine Wars,,,Konami,1983,2600,,,,,,
Mario & Luigi: Superstar Saga,,,Nintendo,2014,WiiU,,,,,,
Mario and Donkey Kong: Minis on the Move,,,Nintendo,2013,3DS,,,,,,
Mario Andretti Racing,,,EA Sports,1994,GEN,,,,,,
Mario Bros.,,,Nintendo,2006,VC,,,,,,
Mario Bros.,,,Atari,1987,7800,,,,,,
Mario Bros.,,,Atari,1983,5200,,,,,,
Mario Calculator,,,Nintendo,2009,DSiW,,,,,,6
Mario Clash,,,Nintendo,1995,VB,,,,,,
Mario Clock,,,Nintendo,2009,DSiW,,,,,,3.5
Mario Golf,,,Nintendo,2008,VC,,,,,,
Mario is Missing!,,,Mindscape,1993,SNES,,,,,,
Mario is Missing!,,,Mindscape,1992,PC,,,,,,
Mario is Missing!,,,Mindscape,1993,NES,,,,,,
Mario Kart 64,,,Nintendo,2007,VC,,,,,,7.1
Mario Kart 64,,,Unknown,,iQue,,,,,,
Mario Kart DS,,,Nintendo,2015,WiiU,,,,,,
Mario Kart: Super Circuit,,,Nintendo,2014,WiiU,,,,,,
Mario Lemieux Hockey,,,Sega,1991,GEN,,,,,,
Mario no Photopi,,,Tokyo Electron,1998,N64,,,,,,
Mario Party 2,,,Nintendo,2010,VC,,,,,,
Mario Teaches Typing,,,Interplay,1992,PC,,,,,,
Mario Teaches Typing 2,,,Interplay,1997,PC,,,,,,
Mario Tennis: Power Tour,,,Nintendo,2014,WiiU,,,,,,
Mario vs. Donkey Kong,,,Nintendo,2017,WiiU,,,,,,
Mario vs. Donkey Kong: Minis March Again!,,,Nintendo,2009,DSiW,,,,,,8.1
Mario's Early Years: Fun with Letters,,,Software Toolworks,1994,SNES,,,,,,
Mario's Early Years: Fun with Numbers,,,Software Toolworks,1994,SNES,,,,,,
Mario's Early Years: Preschool Fun,,,Software Toolworks,1994,SNES,,,,,,
Mario's Game Gallery,,,Interplay,1995,PC,,,,,,
Mario's Picross,,,Nintendo,2011,VC,,,,,,
Mario's Super Picross,,,Nintendo,2007,VC,,,,,,
Mario's Tennis,,,Nintendo,1995,VB,,,,,,
Mario's Time Machine,,,Software Toolworks,1993,SNES,,,,,,
Mario's Time Machine,,,Software Toolworks,1994,NES,,,,,,
Mario's Time Machine Deluxe,,,Mindscape,1996,PC,,,,,,
Marionette Company,,,Micro Cabin,1999,DC,,,,,,
Marionette Company,,,Micro Cabin,1999,PS,,,,,,
Marionette Company,,,Micro Cabin,2010,PSN,,,,,,
Marionette Company 2 Chu!,,,Micro Cabin,2000,DC,,,,,,
Marionette Company 2 Chu!,,,Micro Cabin,2000,PS,,,,,,
Marionette Company 2 Chu!,,,Micro Cabin,2010,PSN,,,,,,
Marionette Handler,,,Micronet,1999,DC,,,,,,
Marionette Handler 2,,,Micronet,2000,DC,,,,,,
Mark Davis' The Fishing Master,,,Natsume,1996,SNES,,,,,,
Mark Hinchcliffe's Game Series,,,Unknown,,WW,,,,,,
Mark McMorris Infinite Air,,,Maximum Games,2016,PC,,,,,,
Mark of the Ninja,,,Microsoft Studios,2012,XBL,,,,,,
Marko,,,Good Night Brave Warrior,2004,SCD,,,,,,
Marko,,,Domark Software,1994,GEN,,,,,,
Marko,,,Domark Software,1993,GG,,,,,,
Marko's Magic Football,,,Acclaim Entertainment,1995,SNES,,,,,,
Marksman Shooting & Trap Shooting,,,Sega,1986,MS,,,,,,
Marksman Shooting / Trap Shooting / Safari Hunt,,,Sega,1986,MS,,,,,,
Marky Mark: Make My Video,,,Sega,1992,SCD,,,,,,
Marl de Jigsaw,,,Nippon Ichi Software,2001,PS2,,,,,,
Marmalade Boy,,,Bandai,1995,GB,,,,,,
Marmalade Boy,,,Bandai,1995,SNES,,,,,,
Mars,,,Unknown,,PS3,,,,,,
Mars,,,Unknown,1970,PC,,,,,,
Mars,,,Unknown,,X360,,,,,,
Mars Matrix,,,Capcom,2001,DC,,,,,,7.9
Mars Saga,,,Infocom,1989,PC,,,,,,
Mars: War Logs,,,Focus Home Interactive,2013,X360,,,,,,
Mars: War Logs,,,Focus Home Interactive,2013,PS3,,,,,,
Marshal - Stratego Game,,,EnjoyUp Games,2013,DSi,,,,,,
Marshal - Stratego Game,,,EnjoyUp Games,2013,3DS,,,,,,
Marshal Online - Stratego Game,,,Gamelion Studios,2012,3DS,,,,,,
Marsupilami,,,Sega,1995,GEN,,,,,,
Mart Racer,,,Joju Games,2009,WW,,,,,,
Martha Stewart,,,Unknown,,3DS,,,,,,
Martial Arts: Capoeira Fighters,,,Unknown,,DS,,,,,,
Martial Arts: Capoeira Fighters,,,Unknown,1970,PC,,,,,,
Martial Arts: Capoeira Fighters,,,Unknown,,PS2,,,,,,
Martial Arts: Capoeira Fighters,,,Unknown,,PSP,,,,,,
Martial Empires: The Path of the Purgatory,,,gamigo,2011,PC,,,,,,
Martian Gothic: Unification,,,TalonSoft,2000,PC,,,,,,
Martian Memorandum,,,Access Software,1991,PC,,,,,,
Martin Mystery: Monster Hunter,,,Ubisoft,2009,DS,,,,,,
Maru Goukaku Shikaku Dasshu! Financial Planning Ginou Kentei Shiken 2-Kyuu 3-Kyuu,,,Media5,2010,DS,,,,,,
Maru Goukaku Shikaku Dasshu! Gyouseishoshi Shiken,,,Media5,2010,DS,,,,,,
Maru Goukaku Shikaku Dasshu! Hanbaishi Kentei Shiken 2-Kyuu - 3-Kyuu,,,Media5,2010,DS,,,,,,
Maru Goukaku Shiraku Sashhu! IT Passport Shiken,,,Media5,2010,DS,,,,,,
Maru Goukaku: Shikaku Dasshu! 2011-Nendohan - Gyouseishoshi Shiken,,,Media5,2011,DS,,,,,,
Maru Goukaku: Shikaku Dasshu! 2011-Nendohan Financial Planner Ginou Kentei Shiken 2-Kyuu 3-Kyuu,,,Media5,2011,DS,,,,,,
Maru Goukaku: Shikaku Dasshu! 2011-Nendohan Jouhou Security Specialist Shiken - Network Specialist Shiken,,,Media5,2011,DS,,,,,,
Maru Goukaku: Shikaku Dasshu! Care Manager Shiken,,,Media5,2010,DS,,,,,,
Maru Goukaku: Shikaku Dasshu! Chuushoukigyou Shindanshi Shiken,,,Media5,2010,DS,,,,,,
Maru Goukaku: Shikaku Dasshu! FP Financial Planning Ginou Kentei Shiken 2-Kyuu Portable,,,Media5,2011,PSP,,,,,,
Maru Goukaku: Shikaku Dasshu! FP Financial Planning Ginou Kentei Shiken 2-Kyuu Portable,,,Media5,2011,PSN,,,,,,
Maru Goukaku: Shikaku Dasshu! FP Financial Planning Ginou Kentei Shiken 3-Kyuu Portable,,,Media5,2011,PSP,,,,,,
Maru Goukaku: Shikaku Dasshu! FP Financial Planning Ginou Kentei Shiken 3-Kyuu Portable,,,Media5,2011,PSN,,,,,,
Maru Goukaku: Shikaku Dasshu! IT Passport Shiken Portable,,,Media5,2011,PSP,,,,,,
Maru Goukaku: Shikaku Dasshu! IT Passport Shiken Portable,,,Media5,2011,PSN,,,,,,
Maru Goukaku: Shikaku Dasshu! Jouhou Gijutsusha Shiken Portable,,,Media5,2011,PSN,,,,,,
Maru Goukaku: Shikaku Dasshu! Jouhou Gijutsusha Shiken Portable,,,Media5,2011,PSP,,,,,,
Maru Goukaku: Shikaku Dasshu! Kaigo Fukushisi Shiken,,,Media5,2011,DS,,,,,,
Maru Goukaku: Shikaku Dasshu! Kihon Jouhou Gijutsusha Shiken Portable,,,Media5,2011,PSP,,,,,,
Maru Goukaku: Shikaku Dasshu! Kihon Jouhou Gijutsusha Shiken Portable,,,Media5,2011,PSN,,,,,,
Maru Goukaku: Shikaku Dasshu! Shouken Gaimuin Ni-Shu Shiken,,,Media5,2010,DS,,,,,,
Maru Goukaku: Shikaku Dasshu! TAC Koumuin Shiken - Kokka II Tane,,,Media5,2010,DS,,,,,,
Maru Goukaku: Shikaku Dasshu! Takken Shiken DS,,,Media5,2012,DS,,,,,,
Maru's Mission,,,Jaleco,1991,GB,,,,,,
Marvel Heroes,,,Gazillion Entertainment,2013,PC,,,,,,
Marvel Heroes: Comic Book Creator,,,Planetwide Games,2006,PC,,,,,,
Marvel Land,,,Namco,1991,GEN,,,,,,
Marvel Land (Arcade),,,Namco Bandai,2009,VC,,,,,,
Marvel Pinball,,,Zen Studios,2010,PSN,,,,,,
Marvel Pinball,,,Zen Studios,2012,3DS,,,,,,
Marvel Pinball,,,Zen Studios,2011,And,,,,,,
Marvel Pinball,,,Zen Studios,2013,WiiU,,,,,,
Marvel Pinball,,,Zen Studios,2012,PSV,,,,,,
Marvel Pinball 3D,,,Zen Studios,2012,3DS,,,,,,
Marvel Pinball: Captain America,,,Zen Studios,2011,PSN,,,,,,
Marvel Pinball: Fantastic Four,,,Zen Studios,2011,PSN,,,,,,
Marvel Pinball: Vengeance and Virtue,,,Zen Studios,2011,PSN,,,,,,
Marvel Puzzle Quest: Dark Reign,,,D3Publisher,2013,And,,,,,,
Marvel Puzzle Quest: Dark Reign,,,D3Publisher,2013,PC,,,,,,
Marvel Run Jump Smash!,,,Marvel Entertainment,2014,And,,,,,,
Marvel Super Hero Squad,,,THQ,2009,PSN,,,,,,
Marvel Super Hero Squad Online,,,Unknown,2011,PC,,,,,,
Marvel Super Heroes vs. Street Fighter,,,Capcom,1998,SAT,,,,,,
Marvel Super Heroes: War of the Gems,,,Capcom,1996,SNES,,,,,,
Marvel Trading Card Game,,,Konami,2007,PC,,,,,,
Marvel Universe,,,Unknown,,PC,,,,,,
Marvel Universe,,,Unknown,,PS3,,,,,,
Marvel Universe,,,Unknown,,X360,,,,,,
Marvel vs. Capcom 2,,,Capcom,2009,PSN,,,,,,8.6
Marvel vs. Capcom 2,,,Capcom,2009,XBL,,,,,,8.3
MARVEL War of Heroes,,,Mobage,2012,And,,,,,,
Marvel: Contest of the Champions,,,Marvel Entertainment,2014,And,,,,,,
Marvel: Ultimate Alliance,,,Activision,2006,XB,,,,,,8.2
Marvel: Ultimate Alliance,,,Activision,2006,GBA,,,,,,2.3
Marvelous Galaxy,,,Microsoft,2009,XBL,,,,,,
Marvelous Mystery 6 Pack,,,Viva Media,2009,PC,,,,,,
Marvelous: Mouhitotsu no Takarajima,,,Nintendo,1996,SNES,,,,,,
Marvin Strikes Back!,,,Infogrames,2000,GB,,,,,,
Marvin's Maze,,,SNK Playmore,2011,PSN,,,,,,
Mary King's Riding Star,,,Midas Interactive Entertainment,2000,PS,,,,,,
Mary Shelley's Frankenstein,,,Sony Imagesoft,1994,SNES,,,,,,
Mary Shelley's Frankenstein,,,Sony Imagesoft,1994,GEN,,,,,,
Mary Shelley's Frankenstein / Bram Stoker's Dracula,,,Sony Imagesoft,1994,SCD,,,,,,
Mary-Kate and Ashley: Crush Course,,,Acclaim Entertainment,2001,GB,,,,,,
Mary-Kate and Ashley: Crush Course,,,Acclaim Entertainment,2003,PC,,,,,,
Mary-Kate and Ashley: Get a Clue!,,,Acclaim Entertainment,2000,GB,,,,,,
Mary-Kate and Ashley: Pocket Planner,,,Acclaim Entertainment,2000,GB,,,,,,
Mary-Kate and Ashley: Winner's Circle,,,Acclaim Entertainment,2001,GB,,,,,,
Mashed,,,Unknown,2020,PS2,,,,,,
